HTS,1,,,,,,,,,,,,,,,,
HDC,平成22年度,人口動態職業・産業別統計,,,,,,,,,,,,,,,
HD,７基礎人口　表３,15歳以上人口，職業（大分類）・都道府県（20大都市再掲）・性別,,,,,,,,,,,,,,,
,Table 3.,"Population of 15 years of age and over by occupation  (major groups), Japan, each prefecture and the 20 major cities, by sex, FY2010 ",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
HT,都道府県 Prefecture,総　数　Total,就業者総数　Employed,,,,,,,,,,,,,無　職　Non-employed,不　詳　Not stated
,,,,Ａ　管理的職業従事者,Ｂ　専門的・技術的職業従事者,Ｃ　事務従事者,Ｄ　販売従事者,Ｅ　サービス職業従事者,Ｆ　保安職業従事者,Ｇ　農林漁業従事者,Ｈ　生産工程従事者,Ｉ　輸送・機械運転従事者,Ｊ　建設・採掘従事者,Ｋ　運搬・清掃・包装等従事者,Ｌ　分類不能の職業,,
HB,総　数 Total,,,,,,,,,,,,,,,,
HS,２４　三　　　重,812397,374127,2575,56905,91396,49220,70724,563,10690,44576,1024,1131,27762,17561,408265,30005
HS,２５　滋　　　賀,601848,275972,1621,45902,67681,36321,46885,474,6060,37431,583,745,19362,12907,301395,24481
HS,２６　京　　　都,1185319,521444,4332,85011,128441,71874,95945,1322,8560,49892,1037,789,31402,42839,580579,83296
HS,２７　大　　　阪,3923426,1596588,13260,255739,461378,213532,287394,2823,4963,124416,2880,2201,107167,120835,1953578,373260
HS,２８　兵　　　庫,2502918,1042207,8314,176285,277036,145622,191210,2300,15378,95211,2051,1534,69965,57301,1318500,142211
HS,２９　奈　　　良,642629,249249,2303,46002,66979,36465,44435,505,4874,21758,476,463,13813,11176,360213,33167
HS,３０　和　歌　山,465130,196472,1352,32113,45902,25719,38743,393,16750,15317,381,322,13572,5908,253327,15331
HS,３１　鳥　　　取,267389,129211,1062,22295,27900,15575,23502,262,10279,14237,248,347,7066,6438,129975,8203
HS,３２　島　　　根,326220,153492,1170,27513,36137,18468,30837,314,9637,15503,332,381,8731,4469,163200,9528
HS,３３　岡　　　山,873104,387432,2772,69237,93947,49196,72012,785,15210,41450,950,795,24499,16579,466134,19538
HS,３４　広　　　島,1275018,571302,4543,99227,147455,77629,106404,1459,15663,51700,1452,1410,37128,27232,628235,75481
HS,３５　山　　　口,670580,289781,2340,51574,69408,40110,59537,921,13057,25397,888,1090,19909,5550,366709,14090
HS,３６　徳　　　島,362578,154430,1493,30187,35528,19072,28107,351,11538,13229,245,380,8353,5947,189509,18639
HS,３７　香　　　川,447836,201778,1697,35641,53592,26362,36255,390,9373,19061,339,487,13794,4787,229905,16153
HS,３８　愛　　　媛,663436,286401,2211,48378,67502,37693,57459,438,18759,25185,598,574,20575,7029,363839,13196
HS,３９　高　　　知,358531,157503,1351,29997,34611,19691,31572,331,14863,10695,246,331,9653,4162,176471,24557
HS,４０　福　　　岡,2322770,1002959,8113,174695,266091,140290,187618,2244,24833,74368,2626,2654,67548,51879,1183693,136118
HS,４１　佐　　　賀,387302,185331,1240,31901,40785,23303,35745,521,14804,18990,423,474,12196,4949,197334,4637
HS,４２　長　　　崎,662627,291356,2195,52854,65357,38639,62499,850,17200,23013,617,773,18810,8549,361322,9949
HS,４３　熊　　　本,837368,382978,3065,69677,84070,48765,74030,896,32179,34394,780,1259,23532,10331,417210,37180
HS,４４　大　　　分,550446,242168,1957,43662,53598,33361,49037,414,13448,22621,555,767,16042,6706,298988,9290
HS,４５　宮　　　崎,522646,244249,1743,41328,52774,29304,45825,568,22080,25913,544,768,15564,7838,266018,12379
HS,４６　鹿　児　島,791552,351531,2378,61984,75924,44063,70313,598,26732,32437,711,839,22397,13155,415247,24774
HS,４７　沖　　　縄,585891,252393,1766,45597,64004,32056,50190,729,6513,12840,945,362,17054,20337,286888,46610
HS,２０大都市（再掲）20 major cities (Regrouped),,,,,,,,,,,,,,,,
HS,５０　東京都区部,3933594,1723899,23489,278454,556132,212847,250526,4486,1528,76956,2727,2228,82109,232417,1582247,627448
HS,５１　札　　　幌,903253,379707,3096,63752,99374,54529,69204,1383,1079,21225,1138,653,30218,34056,461399,62147
HS,５２　仙　　　台,467847,199297,1838,35465,61309,31154,36405,794,1382,10624,438,426,13068,6394,233110,35440
HS,５３　さいたま,522539,231216,1585,37671,74892,33237,36344,752,1588,14327,586,393,14550,15291,260582,30741
HS,５４　千　　　葉,412472,173696,1131,29257,54530,24809,29455,552,1155,8724,468,299,11930,11386,192391,46385
HS,５５　横　　　浜,1574908,676939,5616,120310,217372,100140,120258,1594,2442,33849,1484,1036,37784,35054,767370,130599
HS,５６　川　　　崎,592552,251983,1765,45677,83741,35354,41994,471,698,12629,489,402,14141,14622,255958,84611
HS,５７　相　模　原,306355,134151,766,22061,36291,19562,24996,274,472,11117,396,281,10090,7845,134102,38102
HS,５８　新　　　潟,369022,172771,1016,29006,44475,24454,31093,394,5515,15774,482,347,12980,7235,180672,15579
HS,５９　静　　　岡,319489,154391,1067,21878,43346,22169,27999,398,3955,15713,463,500,11454,5449,158433,6665
HS,６０　浜　　　松,341375,164348,1024,24183,41727,22634,29286,461,6902,21474,559,426,12931,2741,170037,6990
HS,６１　名　古　屋,978832,445441,4194,67602,132778,60782,80128,1024,824,32590,1011,765,31067,32676,449305,84086
HS,６２　京　　　都,672244,298062,2940,47798,74282,42917,56302,553,1494,24821,585,358,16955,29057,307097,67085
HS,６３　大　　　阪,1171009,487696,4966,70767,144910,63616,88789,765,221,34444,779,672,31625,46142,515530,167783
HS,６４　　　堺　　,375082,150778,1122,25499,41727,20553,27069,313,360,10803,304,226,9398,13404,184235,40069
HS,６５　神　　　戸,700692,282316,2415,50193,78388,40516,53064,579,1696,17705,510,343,18643,18264,366928,51448
HS,６６　岡　　　山,315044,143445,1158,27369,38332,18908,26071,398,3325,10956,372,290,8931,7335,166225,5374
HS,６７　広　　　島,519235,239027,2144,42736,68207,35327,43266,619,1898,16621,619,542,15261,11787,245967,34241
HS,６８　北　九　州,450845,186120,1659,33868,48454,27183,38315,334,1131,12939,599,465,11914,9259,239360,25365
HS,６９　福　　　岡,669182,298720,2700,50854,91134,43354,51277,553,1361,14324,643,570,17809,24141,292671,77791
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
CM,注：1)　「国勢調査」平成22年10月１日現在の日本人人口（按分済み）,,,,,,,,,,,,,,,,
CM,　　2)　「無職」は国勢調査による労働力状態が「完全失業者」と「非労働力人口」を合計したものである。,,,,,,,,,,,,,,,,
CM,　　3)　「不詳」は総数から、就業者総数と無職を引いたものである。,,,,,,,,,,,,,,,,
CM,　　4)　20大都市の数値は、総人口から外国人人口を引いたものである。,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
CM,Notes : 1) Japanese population as of October 1st of census,,,,,,,,,,,,,,,,
CM,"           2) Non-employed is total of ""Unemployed"" and ""Population not in labour force"" by census report.",,,,,,,,,,,,,,,,
CM,           3) Not stated is the one that the total of employed and the unemployed were subtracted from total.,,,,,,,,,,,,,,,,
CM,           4) The numerical value of 20 major cities were subtracted foreign population from total population.,,,,,,,,,,,,,,,,
